"ID","Component","Status","Summary","AllLabels","OS","Opened","OpenedTimestamp","CVE","Security_Severity","MergedInto"
"340007","Blink>JavaScript","Fixed","Heap-use-after-free in v8::internal::Heap::UpdateAllocationSiteFeedback","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 01, 2014 07:04:47","1391238287","","High",""
"340048","Blink>SVG","Fixed","Heap-use-after-free in WebCore::V8SVGAnimatedString::visitDOMWrapper","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 01, 2014 15:17:13","1391267833","","High",""
"340119","Internals>GPU","Duplicate","Heap-buffer-overflow in _mesa_add_parameter","Clusterfuzz, OS-All, Pri-1, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 02, 2014 16:00:55","1391356855","","High","333885"
"340687","","Fixed","Heap-use-after-free in WebCore::CompositedLayerMapping::~CompositedLayerMapping","M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 04, 2014 16:42:57","1391532177","","High",""
"341093","Blink>Canvas","Fixed","Heap-use-after-free in WebCore::GraphicsContext::restore","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 05, 2014 18:10:24","1391623824","","High",""
"341220","Blink>Loader","Fixed","Chrome_ChromeOS: Crash Report - WebCore::KURL::init","M-33, Merge-merged-1750, OS-All, Pri-1, ReleaseBlock-Stable, Security_Impact-Beta, Security_Severity-High, Type-Bug-Security, allpublic","All","Feb 05, 2014 22:44:45","1391640285","","High",""
"341754","Blink>Network>WebSockets","Fixed","Heap-use-after-free in WebCore::WorkerThreadableWebSocketChannel::Peer::Peer","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 07, 2014 05:45:16","1391751916","","High",""
"341865","Blink>Loader","Fixed","Heap-use-after-free in WebCore::FrameLoader::loadHistoryItem","Clusterfuzz, M-33, Merge-Merged, Merge-merged-1750, OS-All, Pri-1, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 07, 2014 14:32:40","1391783560","","High",""
"342618","Blink","Fixed","Security: UXSS via dispatchEvent on iframes (subject to some conditions)","CVE-2014-1701, M-33, Merge-merged-1750, Pri-1, Release-2-M33, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-3000","","Feb 11, 2014 01:53:33","1392083613","2014-1701","High",""
"342856","Blink>Workers","Fixed","UNKNOWN in WebCore::ThreadState::visitStack","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 11, 2014 19:01:44","1392145304","","High",""
"343050","Blink>TextAutosize","Fixed","Use-after-free in WebCore::FrameView::autoSizeIfEnabled","Clusterfuzz, Hotlist-SyzyASAN, M-33, Merge-Requsted, OS-All, Pri-1, ReleaseBlock-Beta, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Feb 12, 2014 07:29:41","1392190181","","High",""
"343265","Internals>Core","Fixed","Heap-use-after-free in content::NavigatorImpl::NavigateToEntry","Clusterfuzz, M-33, M-34, Merge-Merged, Merge-Merged-1847, Merge-merged-1750, OS-All, Pri-0, Release-1-M33, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 12, 2014 21:52:29","1392241949","","High",""
"343461","Internals>Skia","Fixed","Global-buffer-overflow in SkBitmap::setConfig","Clusterfuzz, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 13, 2014 07:17:18","1392275838","","High",""
"343582","Blink>Animation","Fixed","Use-after-free in WebCore::DocumentTimeline::createPlayer","Clusterfuzz, Hotlist-SyzyASAN, M-34, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Type-Bug-Security, allpublic","All","Feb 13, 2014 17:34:32","1392312872","","High",""
"343661","Blink>Workers","Fixed","Security: UAF while deleting IndexedDB databases from (shared) workers","CVE-2014-1719, M-34, Merge-Merged, Merge-Merged-1847, Missing_Owner-1, Owner-Triage, Pri-1, ReleaseBlock-Stable, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, reward-3000","","Feb 13, 2014 21:33:18","1392327198","2014-1719","High",""
"343964","Blink>JavaScript","Fixed","UNKNOWN in v8::internal::FixedArray::get","CVE-2013-6668, Clusterfuzz, M-33, M-34, Merge-Merged, OS-All, Pri-1, Release-1-M33, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 14, 2014 19:15:02","1392405302","2013-6668","High",""
"344186","Blink>JavaScript","Fixed","OOB write due to invalid bounds check in v8","CVE-2013-6668, Clusterfuzz, M-33, M-34, Merge-Merged, OS-All, Pri-1, Release-1-M33, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 15, 2014 23:54:40","1392508480","2013-6668","High",""
"344230","Blink>Editing","Fixed","Use-after-free in WebCore::RootInlineBox::closestLeafChildForPoint","Clusterfuzz, External-Fuzzer-Contribution, Hotlist-SyzyASAN, M-34, Merge-na, OS-All, Pri-1, Release-0-M34, Reward-1000, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-inprocess","All","Feb 16, 2014 22:43:19","1392590599","","High",""
"344359","Blink>Layout","Fixed","ASSERTION FAILED: bounds.width() >= 0 && bounds.height() >= 0 && radii.width() >= 0 && radii.height() >= 0, Heap-use-after-free in WebCore::RenderBlockFlow::constructLine","Clusterfuzz, Merge-na, OS-All, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 17, 2014 15:27:51","1392650871","","High",""
"344360","Blink>Layout","Fixed","ASSERTION FAILED: !node || (node->isElementNode()), UNKNOWN in WebCore::RenderBlock::clone","Clusterfuzz, M-36, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, wip","All","Feb 17, 2014 15:29:42","1392650982","","High",""
"344492","Blink>SVG","Fixed","Heap-use-after-free in WebCore::SVGImage::setContainerSize","CVE-2013-6663, Hotlist-Webkit, M-33, M-34, Merge-Merged-1847, Merge-merged-1750, OS-All, Owner-Triage, Pri-1, Release-1-M33, ReleaseBlock-Stable, Reward-1000, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-1862","All","Feb 18, 2014 13:11:30","1392729090","2013-6663","High",""
"344654","Blink>Location","Fixed","Use-after-free in net::URLRequestContextGetter::OnDestruct","Clusterfuzz, Hotlist-SyzyASAN, M-35, Nag, OS-All, Pri-1, Release-0-M35, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-1916","All","Feb 18, 2014 22:34:02","1392762842","","High",""
"344881","Blink>Speech","Fixed","Heap-use-after-free in WebCore::SpeechSynthesis::cancel","CVE-2014-1700, M-33, M-34, Merge-Merged-1847, Merge-merged-1750, OS-All, Pri-1, Release-2-M33, ReleaseBlock-Stable, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-4000","All","Feb 19, 2014 14:30:32","1392820232","2014-1700","High",""
"345014","Blink","Fixed","Wild-access in WebCore::V8PerContextDataHolder::from","Clusterfuzz, Hotlist-SyzyASAN, M-35, OS-Linux, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Crash, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Linux","Feb 19, 2014 22:40:43","1392849643","","High",""
"345526","Blink>JavaScript","Fixed","UNKNOWN in v8::internal::FixedArrayBase::length","Clusterfuzz, M-35, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 21, 2014 02:55:10","1392951310","","High",""
"345685","Blink>WebRTC","WontFix","Heap-use-after-free in cricket::BasicPortAllocatorSession::DoAllocate","Clusterfuzz, M-35, Nag, OS-All, Pri-1, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 21, 2014 14:33:25","1392993205","","High",""
"345715","Blink>JavaScript","Fixed","UNKNOWN in v8::internal::HeapObject::map_word","CVE-2014-1704, Clusterfuzz, M-33, M-34, Merge-Merged, OS-All, Pri-1, Release-2-M33, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 21, 2014 16:37:21","1393000641","2014-1704","High",""
"345820","Blink>JavaScript","Fixed","UNKNOWN in v8::internal::HeapObject::map_word","Clusterfuzz, M-34, Merge-Merged, OS-All, Pri-1, Release-0-M34, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 21, 2014 21:24:07","1393017847","","High",""
"345929","","Fixed","mirrorv2 crashes when nobody is receiving","M-34, Merge-Merged-1847, Pri-2, Security_Impact-Beta, Security_Severity-High, Type-Bug-Security, allpublic","","Feb 22, 2014 01:00:07","1393030807","","High",""
"345959","","Fixed","Integer overflows in StringBuilder","M-33, Merge-Merged-1847, Merge-merged-1750, OS-All, Pri-1, Release-1-M33, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-ineligible","All","Feb 22, 2014 02:04:37","1393034677","","High",""
"346033","Blink>JavaScript","Duplicate","UNKNOWN in v8::internal::Map::instance_type","Clusterfuzz, M-35, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 22, 2014 17:02:55","1393088575","","High","345526"
"346110","Blink>SVG","Fixed","Heap-use-after-free in get","Clusterfuzz, M-35, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-ThreadSanitizer, Type-Bug-Security, allpublic","All","Feb 23, 2014 21:45:54","1393191954","","High",""
"346192","Blink>SVG","Fixed","Heap-use-after-free in WebCore::SVGFontFaceElement::associatedFontElement","CVE-2014-1745, M-35, Merge-na, OS-All, Pri-1, Reward-1000, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, reward-inprocess","All","Feb 24, 2014 07:22:19","1393226539","2014-1745","High",""
"346343","Blink>JavaScript","Fixed","NO STACK","Clusterfuzz, M-34, Merge-Merged, OS-All, Pri-1, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 24, 2014 17:42:53","1393263773","","High",""
"346553","Internals>Cast","Duplicate","Heap-use-after-free in base::internal::Invoker<2, base::internal::BindState<base::internal::RunnableAdapter<void","Clusterfuzz, M-33, OS-All, Pri-1, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 25, 2014 00:55:05","1393289705","","High","345929"
"346557","UI>Browser>Passwords>Generation","Fixed","Heap-use-after-free in autofill::PasswordGenerator::Generate","Clusterfuzz, M-35, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 25, 2014 01:02:53","1393290173","","High",""
"346591","Blink>JavaScript","Duplicate","UNKNOWN in v8::internal::CodeCache::default_cache","Clusterfuzz, Hotlist-SyzyASAN, M-33, OS-All, Pri-1, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Feb 25, 2014 03:44:34","1393299874","","High","346141"
"346856","Blink>Media>Audio","Duplicate","Stack-buffer-overflow in content::JavaBridgeDispatcher::OnAddNamedObject","Clusterfuzz, M-33, Nag, OS-Android, Pri-1, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","Android","Feb 25, 2014 21:48:15","1393364895","","High","343648"
"347003","Blink>JavaScript","Duplicate","UNKNOWN in v8::internal::JSFunction::context","Clusterfuzz, M-35, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 26, 2014 02:28:27","1393381707","","High","345820"
"347177","Internals>Media","Fixed","Use-after-free in media::GpuVideoDecoder::Initialize","Clusterfuzz, Hotlist-SyzyASAN, M-35, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Type-Bug-Security, allpublic","All","Feb 26, 2014 18:26:55","1393439215","","High",""
"347262","Blink>JavaScript","Fixed","UNKNOWN in v8::internal::Map::instance_descriptors","Clusterfuzz, M-34, Merge-Merged, OS-All, Pri-1, Security_Impact-Beta, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 26, 2014 21:20:30","1393449630","","High",""
"347284","Internals>Compositing","Fixed","Scroll pointer iteration during tree sync is a really bad idea","M-35, OS-All, Pri-1, Release-0-M35, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-rejected","All","Feb 26, 2014 22:03:14","1393452194","","High",""
"347561","Blink>JavaScript","Duplicate","Heap-buffer-overflow in v8::internal::FixedArray::get","Clusterfuzz, OS-All, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Feb 27, 2014 15:13:31","1393514011","","High","345820"
"347909","Blink>JavaScript","Fixed","CHECK failure in CHECK(value->IsHeapObject()) failed: ../src/objects-debug.cc(295)","CVE-2013-6668, Clusterfuzz, M-33, M-34, Merge-Merged, OS-All, Pri-2, Release-1-M33, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic","All","Feb 28, 2014 07:57:06","1393574226","2013-6668","High",""
"348319","Blink>JavaScript","Fixed","UNKNOWN in v8::internal::MemoryChunk::heap","Clusterfuzz, M-34, Merge-Merged, OS-All, Pri-1, Release-0-M34, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Mar 01, 2014 18:17:17","1393697837","","High",""
"348332","Internals>GPU>Internals, Internals>Skia, Internals>Skia>Compositing","Fixed","Security: Integer overflow allocating shared memory in SoftwareFrameManager::SwapToNewFrame()","CVE-2014-1718, M-34, Merge-Merged-1847, OS-All, Pri-1, Release-0-M34, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, reward-3000","All","Mar 01, 2014 20:12:08","1393704728","2014-1718","High",""
"349079","Blink>JavaScript","Fixed","UNKNOWN in v8::internal::HeapObject::map_word","CVE-2014-1704, Clusterfuzz, M-33, OS-All, Pri-1, Release-2-M33, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Mar 04, 2014 18:56:17","1393959377","2014-1704","High",""
"349135","Internals>Compositing>Rasterization","Fixed","Heap-use-after-free in cc::internal::TaskGraphRunner::SetTaskGraph","Clusterfuzz, M-35, OS-Android, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-1897","Android","Mar 04, 2014 21:13:19","1393967599","","High",""
"349898","Blink>DOM","Fixed","Security: Integer Overflows in CharacterData::deleteData & CharacterData::replaceData","CVE-2014-1741, Hotlist-Webkit, M-34, Merge-Merged, Merge-Merged-1847, Nag, OS-All, Pri-1, Release-2-M34, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-1916, reward-1500","All","Mar 06, 2014 13:44:00","1394113440","2014-1741","High",""
"349903","Blink>Layout","Fixed","ASSERTION FAILED: !object || (object->isListBox()), UNKNOWN in WebCore::HTMLSelectElement::listBoxDefaultEventHandler","CVE-2014-1731, Hotlist-Webkit, Launch-Status-WIP, M-34, Merge-Merged-1847, Nag, OS-All, Pri-1, Release-1-M34, Security_Impact-Stable, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic, merge-merged-1916, reward-1500","All","Mar 06, 2014 14:03:08","1394114588","2014-1731","High",""
"350055","Blink, Blink>CSS","Fixed","Heap-use-after-free in WebCore::CSSParserValueList::~CSSParserValueList","Merge-Merged, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Type-Bug-Security, WebKit-ID-129816, allpublic, merge-merged-1916, reward-ineligible","All","Mar 06, 2014 20:41:20","1394138480","","High",""
"350100","Internals","Fixed","Heap-use-after-free in content::IndexedDBFactory::Open","Clusterfuzz, M-35, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Mar 06, 2014 22:34:21","1394145261","","High",""
"350434","Blink>JavaScript","Fixed","[LangFuzz] Crash with jump to invalid address","CVE-2014-1721, M-33, M-34, Merge-Merged, OS-Linux, Pri-1, Release-0-M34, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, Via-Wizard, allpublic, reward-2000","Linux","Mar 07, 2014 17:08:12","1394212092","2014-1721","High",""
"350509","Blink>CSS","Fixed","ASSERTION FAILED: !value || (value->isPrimitiveValue()), UNKNOWN in WebCore::StyleBuilder::applyProperty","Clusterfuzz, M-35, Merge-na, OS-All, Pri-1, Security_Impact-None, Security_Severity-High, Stability-Memory-AddressSanitizer, Type-Bug-Security, allpublic","All","Mar 07, 2014 21:14:42","1394226882","","High",""
"350533","Internals>Network>QUIC","Fixed","Origin confusion bug in QUIC","M-34, Merge-Merged-1847, Merge-merged-1750, OS-All, Pri-0, Release-0-M34, ReleaseBlock-Stable, Security_Impact-Stable, Security_Severity-High, Type-Bug-Security, allpublic, merge-merged-1750_149","All","Mar 07, 2014 22:09:45","1394230185","","High",""
